Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP1324,Male,No,3+,Graduate,No,2314,0,239,360,1.0,Semiurban,Y
LP1325,Female,No,1,Graduate,No,5490,3584,160,180,1.0,Urban,Y
LP1326,Male,Yes,0,Not Graduate,No,8627,0,120,360,0.0,Semiurban,N
LP1327,Male,Yes,2,Not Graduate,No,4951,0,199,360,1.0,Urban,Y
LP1328,Male,Yes,0,Not Graduate,No,27475,6685,236,120,1.0,Semiurban,Y
LP1329,Male,Yes,2,Not Graduate,No,1805,0,177,84,0.0,Rural,Y
LP1330,Male,No,0,Graduate,No,9276,4653,170,120,1.0,Semiurban,Y
LP1331,Male,Yes,0,Not Graduate,Yes,4430,2536,145,360,1.0,Semiurban,Y
LP1332,Male,Yes,3+,Graduate,Yes,7809,2596,538,120,1.0,Rural,N
LP1333,Male,Yes,0,Not Graduate,No,6404,0,295,360,1.0,Rural,N
LP1334,Male,No,2,Not Graduate,No,3165,4823,213,360,1.0,Semiurban,N
LP1335,Male,No,0,Not Graduate,No,5638,5543,172,360,1.0,Urban,Y
LP1336,Male,Yes,1,Not Graduate,No,1612,2755,245,120,1.0,Rural,Y
LP1337,Female,No,2,Not Graduate,No,7058,0,211,360,1.0,Semiurban,Y
LP1338,Male,Yes,1,Graduate,No,5877,861,165,360,1.0,Urban,Y
LP1339,Male,Yes,0,Graduate,No,7209,0,140,360,0.0,Urban,Y
LP1340,Male,No,0,Not Graduate,Yes,9273,0,156,60,0.0,Rural,Y
LP1341,Male,Yes,0,Graduate,No,6127,1668,33,180,1.0,Urban,Y
LP1342,Male,Yes,0,Not Graduate,Yes,5371,0,181,360,1.0,Rural,N
LP1343,Male,Yes,2,Not Graduate,Yes,2896,6413,116,180,1.0,Urban,Y
LP1344,Male,Yes,3+,Graduate,No,3205,0,329,180,1.0,Rural,N
LP1345,Male,Yes,3+,Not Graduate,No,10017,2446,194,180,1.0,Semiurban,Y
LP1346,Male,No,2,Not Graduate,No,11635,0,106,360,0.0,Semiurban,N
LP1347,Male,Yes,2,Not Graduate,No,4260,3677,144,60,1.0,Rural,Y
LP1348,Male,Yes,2,Not Graduate,No,5052,0,96,360,1.0,Semiurban,Y
LP1349,Male,Yes,0,Not Graduate,No,2856,3289,188,180,1.0,Semiurban,Y
LP1350,Male,Yes,3+,Not Graduate,Yes,9933,0,188,360,1.0,Urban,Y
LP1351,Male,Yes,2,Not Graduate,No,7326,2172,263,360,1.0,Urban,Y
LP1352,Female,No,1,Graduate,No,15752,1584,129,360,1.0,Urban,Y
LP1353,Male,No,0,Graduate,No,2901,2402,150,180,1.0,Semiurban,Y
LP1354,Male,Yes,1,Not Graduate,Yes,3917,1232,75,360,0.0,Urban,N
LP1355,Male,Yes,1,Graduate,No,5646,3282,231,120,1.0,Urban,Y
LP1356,Male,Yes,3+,Not Graduate,No,7243,1911,211,360,0.0,Semiurban,Y
LP1357,Male,Yes,1,Not Graduate,No,4318,0,190,180,0.0,Semiurban,N
LP1358,Male,No,0,Graduate,No,2910,3349,148,120,1.0,Rural,Y
LP1359,Female,No,3+,Not Graduate,No,8340,2589,200,180,0.0,Urban,N
LP1360,Male,Yes,0,Not Graduate,No,7575,0,364,120,1.0,Urban,Y
LP1361,Male,Yes,1,Graduate,No,2836,0,128,180,0.0,Rural,N
LP1362,Male,Yes,0,Graduate,No,11084,0,206,360,1.0,Urban,N
LP1363,Male,Yes,2,Graduate,No,9918,1742,94,120,1.0,Rural,Y
LP1364,Male,Yes,3+,Graduate,No,5327,0,105,360,1.0,Rural,Y
LP1365,Female,Yes,0,Not Graduate,No,5155,0,171,180,1.0,Rural,Y
LP1366,Male,Yes,3+,Graduate,No,6852,1919,283,120,0.0,Urban,N
LP1367,Female,No,0,Not Graduate,No,2930,3456,130,360,1.0,Rural,N
LP1368,Female,No,3+,Graduate,No,5004,0,145,360,1.0,Rural,Y
LP1369,Male,Yes,2,Graduate,No,1350,5666,121,180,1.0,Semiurban,Y
LP1370,Male,Yes,2,Not Graduate,No,8315,0,124,120,0.0,Urban,N
LP1371,Male,No,0,Not Graduate,No,1925,0,171,84,1.0,Urban,Y
LP1372,Male,Yes,3+,Graduate,No,12113,0,91,180,1.0,Urban,Y
LP1373,Male,Yes,2,Graduate,No,4031,6136,281,180,1.0,Semiurban,Y
LP1374,Male,Yes,0,Graduate,No,4328,0,106,84,1.0,Semiurban,Y
LP1375,Male,Yes,2,Graduate,No,3372,2808,212,360,1.0,Semiurban,Y
LP1376,Male,No,0,Not Graduate,No,4134,4056,78,360,1.0,Semiurban,N
LP1377,Female,Yes,3+,Graduate,No,11511,0,269,120,1.0,Semiurban,Y
LP1378,Male,Yes,0,Graduate,No,1104,1372,207,60,1.0,Semiurban,Y
LP1379,Female,Yes,2,Graduate,No,10574,590,233,60,1.0,Rural,Y
LP1380,Male,Yes,1,Not Graduate,Yes,6019,0,99,360,1.0,Urban,N
LP1381,Male,Yes,0,Not Graduate,No,2382,0,168,360,1.0,Semiurban,Y
LP1382,Male,Yes,0,Graduate,No,2578,2413,82,360,0.0,Urban,N
LP1383,Male,No,0,Not Graduate,No,13437,1729,170,360,0.0,Semiurban,N
LP1384,Female,No,1,Graduate,No,2786,1087,248,360,1.0,Rural,N
LP1385,Male,No,0,Graduate,No,2460,0,221,120,1.0,Rural,N
LP1386,Female,Yes,1,Not Graduate,No,9724,2835,164,360,1.0,Urban,Y
LP1387,Male,Yes,0,Not Graduate,No,6021,1525,100,60,1.0,Rural,N
LP1388,Male,Yes,0,Not Graduate,No,2799,0,204,360,1.0,Urban,Y
LP1389,Male,No,2,Not Graduate,No,5596,2483,164,180,1.0,Semiurban,Y
LP1390,Female,No,0,Graduate,No,2655,1687,46,360,1.0,Urban,Y
LP1391,Female,No,3+,Not Graduate,No,9513,2672,241,360,0.0,Rural,N
LP1392,Male,Yes,3+,Graduate,No,9291,1465,161,360,1.0,Semiurban,Y
LP1393,Male,Yes,2,Not Graduate,No,6762,2705,297,240,1.0,Semiurban,Y
LP1394,Male,No,1,Graduate,No,6105,3948,94,120,1.0,Rural,Y
LP1395,Male,Yes,3+,Not Graduate,No,14139,2167,39,180,1.0,Urban,Y
LP1396,Female,No,0,Graduate,No,4913,1517,170,360,1.0,Urban,Y
LP1397,Female,Yes,0,Graduate,No,2418,0,171,240,1.0,Rural,Y
LP1398,Male,No,0,Not Graduate,No,6436,0,70,360,1.0,Urban,Y
LP1399,Male,No,2,Graduate,No,17182,2861,118,360,1.0,Urban,Y
LP1400,Male,Yes,0,Not Graduate,No,2673,1346,588,180,0.0,Semiurban,N
LP1401,Male,No,1,Graduate,Yes,3956,0,127,240,1.0,Semiurban,Y
LP1402,Female,Yes,3+,Graduate,No,6309,4133,235,360,1.0,Urban,Y
LP1403,Male,Yes,3+,Graduate,No,4758,3234,107,360,1.0,Urban,Y
LP1404,Female,Yes,1,Graduate,No,2726,0,52,240,1.0,Urban,Y
LP1405,Male,No,0,Not Graduate,No,9634,0,149,360,1.0,Semiurban,N
LP1406,Female,No,2,Graduate,No,19772,1258,168,360,0.0,Rural,N
LP1407,Male,Yes,1,Not Graduate,No,5528,0,133,180,0.0,Rural,N
LP1408,Male,Yes,0,Not Graduate,No,2857,2009,140,60,0.0,Semiurban,N
LP1409,Female,Yes,0,Graduate,No,1940,0,169,180,1.0,Urban,Y
LP1410,Male,No,3+,Not Graduate,No,5737,2094,151,300,0.0,Rural,N
LP1411,Male,No,2,Not Graduate,No,9531,2034,86,180,1.0,Semiurban,N
LP1412,Female,No,2,Not Graduate,No,6536,0,208,360,1.0,Urban,Y
LP1413,Female,No,3+,Graduate,No,4907,2501,55,300,1.0,Rural,Y
LP1414,Male,No,1,Graduate,No,3451,3751,53,360,0.0,Rural,N
LP1415,Male,Yes,1,Not Graduate,No,2552,2539,214,360,1.0,Rural,Y
LP1416,Male,No,1,Not Graduate,No,8109,1409,210,180,1.0,Rural,Y
LP1417,Male,Yes,0,Not Graduate,No,8503,4965,158,360,1.0,Urban,Y
LP1418,Male,Yes,1,Graduate,Yes,1944,0,73,360,1.0,Urban,Y
LP1419,Male,Yes,2,Not Graduate,Yes,12757,0,135,360,1.0,Semiurban,Y
LP1420,Male,Yes,1,Graduate,No,6935,3287,143,360,0.0,Urban,N
LP1421,Male,Yes,3+,Graduate,Yes,11381,1817,86,60,1.0,Semiurban,Y
LP1422,Male,Yes,1,Graduate,No,2196,0,102,180,1.0,Rural,N
LP1423,Male,Yes,1,Not Graduate,No,2165,1494,205,300,1.0,Rural,Y
LP1424,Male,No,1,Graduate,No,4494,1415,302,360,1.0,Semiurban,Y
LP1425,Male,Yes,1,Graduate,No,6645,4474,132,360,1.0,Rural,Y
LP1426,Male,Yes,2,Not Graduate,No,14440,1907,281,360,1.0,Rural,Y
LP1427,Male,Yes,0,Graduate,No,7507,1740,62,360,1.0,Semiurban,Y
LP1428,Female,No,1,Graduate,No,4248,1412,206,360,1.0,Urban,N
LP1429,Male,Yes,0,Graduate,No,2654,1419,99,120,1.0,Urban,Y
LP1430,Male,Yes,0,Not Graduate,No,10280,7033,224,84,1.0,Urban,Y
LP1431,Male,No,1,Not Graduate,No,2755,0,131,300,1.0,Urban,Y
LP1432,Male,Yes,2,Graduate,No,13057,0,373,360,1.0,Urban,Y
LP1433,Male,Yes,3+,Not Graduate,No,4143,0,95,84,0.0,Urban,Y
LP1434,Male,Yes,1,Not Graduate,Yes,12763,1944,264,360,1.0,Semiurban,Y
LP1435,Male,No,2,Graduate,No,7386,1451,141,360,1.0,Rural,Y
LP1436,Male,Yes,1,Not Graduate,No,4526,0,137,60,1.0,Urban,Y
LP1437,Male,No,1,Not Graduate,No,3598,5665,135,180,1.0,Rural,Y
LP1438,Female,No,0,Not Graduate,No,4005,4023,97,360,0.0,Semiurban,N
LP1439,Male,No,0,Graduate,No,6354,2612,162,360,1.0,Urban,N
LP1440,Male,No,0,Not Graduate,Yes,5147,0,158,360,1.0,Rural,Y
LP1441,Male,No,1,Not Graduate,No,3441,658,167,120,1.0,Semiurban,Y
LP1442,Female,No,0,Graduate,Yes,4449,2309,154,180,1.0,Semiurban,Y
LP1443,Male,No,0,Graduate,No,5152,2009,243,300,0.0,Rural,N
LP1444,Male,Yes,0,Graduate,No,1370,3811,235,360,1.0,Urban,Y
LP1445,Female,No,3+,Graduate,No,6469,2445,96,360,1.0,Semiurban,Y
LP1446,Female,No,0,Not Graduate,No,2730,2953,229,180,1.0,Urban,Y
LP1447,Female,No,1,Graduate,Yes,2460,2852,82,180,1.0,Rural,Y
LP1448,Male,No,0,Graduate,No,1785,2963,199,360,0.0,Semiurban,N
LP1449,Male,No,1,Not Graduate,Yes,1675,2327,202,120,1.0,Semiurban,N
LP1450,Male,Yes,0,Graduate,No,2179,0,57,60,1.0,Urban,Y
LP1451,Male,Yes,0,Not Graduate,No,3211,1664,155,240,1.0,Semiurban,Y
LP1452,Male,No,1,Graduate,No,15866,2398,152,120,1.0,Rural,Y
LP1453,Male,Yes,0,Graduate,No,3584,2154,101,60,1.0,Semiurban,Y
LP1454,Female,No,0,Graduate,Yes,5467,2862,320,180,1.0,Semiurban,Y
LP1455,Male,Yes,0,Graduate,No,6249,962,117,60,1.0,Semiurban,N
LP1456,Male,Yes,0,Graduate,Yes,5316,2581,109,360,1.0,Rural,Y
LP1457,Male,Yes,0,Not Graduate,No,4691,1516,154,360,1.0,Semiurban,Y
LP1458,Male,Yes,0,Not Graduate,No,2399,0,209,360,0.0,Rural,N
LP1459,Male,Yes,2,Graduate,No,11737,0,179,180,1.0,Rural,Y
LP1460,Male,Yes,1,Not Graduate,No,14535,1804,345,360,1.0,Semiurban,Y
LP1461,Male,No,1,Not Graduate,No,1790,1810,193,240,1.0,Urban,Y
LP1462,Male,Yes,0,Not Graduate,No,2658,0,49,360,1.0,Semiurban,Y
LP1463,Male,Yes,3+,Graduate,No,4155,1912,113,360,1.0,Rural,Y
LP1464,Male,Yes,0,Graduate,No,2755,0,112,180,0.0,Urban,N
LP1465,Female,Yes,0,Graduate,No,6658,1255,207,360,1.0,Semiurban,Y
LP1466,Male,No,1,Not Graduate,Yes,3174,2367,39,360,1.0,Rural,Y
LP1467,Male,No,0,Not Graduate,No,18016,1501,690,360,1.0,Semiurban,Y
LP1468,Female,Yes,0,Graduate,No,10039,0,251,180,1.0,Semiurban,Y
LP1469,Male,Yes,1,Graduate,No,5583,0,175,360,1.0,Urban,Y
LP1470,Female,Yes,3+,Not Graduate,Yes,9101,0,294,120,1.0,Urban,N
LP1471,Male,No,1,Not Graduate,No,9542,3988,526,120,1.0,Rural,N
LP1472,Female,No,2,Not Graduate,No,3503,0,229,360,1.0,Urban,Y
LP1473,Male,Yes,3+,Not Graduate,Yes,3011,1268,238,360,1.0,Urban,N
LP1474,Female,Yes,0,Graduate,No,5150,0,174,360,1.0,Rural,N
LP1475,Male,No,0,Not Graduate,No,8241,6420,152,120,1.0,Urban,Y
LP1476,Female,No,0,Not Graduate,No,5342,0,128,360,1.0,Rural,N
LP1477,Male,No,1,Graduate,Yes,1907,2253,98,360,1.0,Rural,N
LP1478,Male,Yes,1,Not Graduate,No,3036,3898,105,120,1.0,Urban,Y
LP1479,Female,No,3+,Not Graduate,No,4701,3814,75,180,1.0,Urban,Y
LP1480,Male,Yes,2,Graduate,No,4696,2147,142,360,1.0,Rural,Y
LP1481,Male,Yes,1,Not Graduate,No,16050,0,83,360,1.0,Semiurban,Y
LP1482,Male,Yes,0,Not Graduate,Yes,2139,542,163,240,1.0,Urban,Y
LP1483,Male,Yes,2,Not Graduate,No,6656,0,160,60,1.0,Rural,Y
LP1484,Male,Yes,3+,Graduate,No,12009,3247,207,120,1.0,Urban,Y
LP1485,Male,No,2,Graduate,Yes,19203,0,148,180,1.0,Rural,Y
LP1486,Female,Yes,0,Not Graduate,No,3855,1491,691,180,0.0,Urban,N
LP1487,Male,Yes,1,Graduate,No,6600,1502,322,300,1.0,Urban,Y
LP1488,Male,No,0,Not Graduate,No,6917,2579,87,240,1.0,Urban,Y
LP1489,Female,Yes,0,Not Graduate,Yes,5526,0,183,360,1.0,Rural,Y
LP1490,Female,No,0,Graduate,No,4631,0,109,120,1.0,Semiurban,Y
LP1491,Male,No,1,Not Graduate,No,6384,1784,98,360,1.0,Rural,Y
LP1492,Male,Yes,2,Not Graduate,No,1075,1590,75,360,1.0,Semiurban,Y
LP1493,Male,Yes,0,Graduate,Yes,7400,0,202,180,1.0,Urban,Y
LP1494,Male,No,0,Not Graduate,No,5301,0,116,360,1.0,Urban,Y
LP1495,Male,Yes,1,Not Graduate,No,4300,1389,240,240,1.0,Semiurban,Y
LP1496,Male,Yes,0,Not Graduate,No,16782,3637,317,360,1.0,Semiurban,Y
LP1497,Male,No,0,Not Graduate,No,3278,963,294,180,1.0,Semiurban,N
LP1498,Male,Yes,1,Graduate,No,3858,0,96,84,1.0,Urban,Y
LP1499,Female,No,2,Not Graduate,No,16235,2079,244,84,1.0,Rural,Y
LP1500,Female,No,0,Not Graduate,No,2983,0,203,360,1.0,Urban,N
LP1501,Male,Yes,0,Not Graduate,No,3533,2471,117,360,1.0,Rural,Y
LP1502,Male,Yes,0,Not Graduate,No,4499,2870,100,180,1.0,Urban,Y
LP1503,Male,Yes,3+,Graduate,No,8139,990,365,360,1.0,Semiurban,Y
LP1504,Female,No,2,Not Graduate,No,5567,2433,182,240,1.0,Urban,Y
LP1505,Male,Yes,2,Graduate,No,2262,4399,203,84,0.0,Semiurban,Y
LP1506,Male,Yes,0,Graduate,No,3571,0,98,360,0.0,Semiurban,N
LP1507,Female,Yes,1,Graduate,No,3413,2631,80,360,1.0,Semiurban,Y
LP1508,Female,No,0,Not Graduate,No,4692,6412,111,360,1.0,Semiurban,Y
LP1509,Female,Yes,1,Not Graduate,No,6345,4643,153,84,1.0,Rural,Y
LP1510,Male,No,3+,Not Graduate,No,6316,0,95,360,1.0,Semiurban,N
LP1511,Male,Yes,1,Not Graduate,No,1693,1799,147,360,1.0,Rural,Y
LP1512,Male,Yes,3+,Not Graduate,No,9305,0,70,360,1.0,Urban,Y
LP1513,Female,No,2,Not Graduate,No,5718,2339,93,180,0.0,Semiurban,N
LP1514,Female,No,0,Graduate,No,11279,5192,269,360,1.0,Semiurban,Y
LP1515,Male,Yes,3+,Graduate,No,6415,4173,220,360,1.0,Semiurban,Y
LP1516,Male,Yes,0,Graduate,No,9516,0,134,240,1.0,Semiurban,Y
LP1517,Male,No,1,Not Graduate,No,6502,0,98,84,0.0,Urban,N
LP1518,Female,Yes,0,Not Graduate,No,11022,1856,115,120,1.0,Urban,Y
LP1519,Female,Yes,0,Graduate,Yes,6723,0,135,360,1.0,Urban,Y
LP1520,Male,Yes,1,Graduate,No,4634,0,204,360,1.0,Urban,N
LP1521,Male,Yes,0,Not Graduate,No,19215,571,306,180,0.0,Semiurban,Y
LP1522,Male,Yes,1,Graduate,No,8378,3280,127,360,1.0,Semiurban,Y
LP1523,Female,No,1,Not Graduate,No,6934,4140,91,84,0.0,Rural,Y
LP1524,Female,Yes,0,Not Graduate,No,2285,2695,169,180,1.0,Rural,N
LP1525,Female,Yes,0,Graduate,No,2268,1671,98,360,1.0,Urban,N
LP1526,Male,Yes,1,Graduate,No,5858,2167,125,84,1.0,Rural,Y
LP1527,Male,No,0,Not Graduate,No,5363,2017,316,240,1.0,Rural,Y
LP1528,Male,Yes,2,Not Graduate,No,3399,3207,224,360,1.0,Semiurban,Y
LP1529,Male,Yes,2,Not Graduate,No,5348,1677,176,180,0.0,Semiurban,N
LP1530,Female,Yes,2,Not Graduate,No,12748,1308,102,360,1.0,Rural,Y
LP1531,Female,Yes,2,Graduate,Yes,7459,949,181,360,1.0,Semiurban,Y
LP1532,Female,No,1,Not Graduate,No,2478,1811,252,360,1.0,Rural,N
LP1533,Female,Yes,2,Not Graduate,No,4596,3904,122,180,1.0,Urban,Y
LP1534,Male,Yes,0,Not Graduate,No,3032,0,291,240,1.0,Urban,N
LP1535,Male,No,0,Graduate,No,3894,0,283,180,1.0,Semiurban,Y
LP1536,Female,Yes,2,Not Graduate,No,3834,1556,340,360,1.0,Semiurban,Y
LP1537,Female,Yes,1,Not Graduate,No,3690,2324,172,180,1.0,Rural,Y
LP1538,Male,No,2,Graduate,No,2314,0,199,360,0.0,Rural,N
LP1539,Male,Yes,2,Graduate,No,4552,0,300,60,1.0,Semiurban,Y
LP1540,Male,Yes,3+,Not Graduate,No,3510,0,185,360,0.0,Urban,N
LP1541,Female,Yes,3+,Graduate,No,847,900,115,360,1.0,Rural,Y
LP1542,Male,No,1,Graduate,Yes,16844,6950,154,360,1.0,Semiurban,Y
LP1543,Male,Yes,0,Graduate,No,9445,1146,183,120,1.0,Urban,Y
LP1544,Male,No,1,Not Graduate,No,3921,0,77,360,1.0,Semiurban,Y
LP1545,Male,No,0,Not Graduate,No,4970,3568,138,120,0.0,Rural,N
LP1546,Male,Yes,1,Not Graduate,Yes,2433,0,256,360,1.0,Rural,Y
LP1547,Male,No,2,Graduate,No,13594,5243,64,360,1.0,Semiurban,Y
LP1548,Male,Yes,2,Not Graduate,No,15342,0,415,180,0.0,Urban,N
LP1549,Male,Yes,0,Not Graduate,No,5399,1616,286,240,1.0,Rural,Y
LP1550,Male,No,0,Not Graduate,No,9082,3434,129,240,1.0,Semiurban,Y
LP1551,Male,Yes,1,Not Graduate,No,5459,0,214,360,1.0,Semiurban,Y
LP1552,Female,No,0,Graduate,No,2203,1162,148,360,0.0,Urban,N
LP1553,Male,No,3+,Not Graduate,No,3838,0,274,360,1.0,Rural,Y
LP1554,Male,Yes,0,Graduate,No,5319,2199,266,180,1.0,Urban,Y
LP1555,Female,Yes,0,Not Graduate,No,3741,0,73,180,1.0,Urban,Y
LP1556,Male,Yes,0,Graduate,No,4310,0,199,84,0.0,Semiurban,N
LP1557,Male,Yes,1,Graduate,Yes,4652,0,133,240,1.0,Urban,Y
LP1558,Male,No,1,Graduate,No,4681,1440,154,360,1.0,Semiurban,Y
LP1559,Male,Yes,0,Not Graduate,No,5071,0,113,180,1.0,Urban,N
LP1560,Male,Yes,0,Graduate,No,2600,0,355,84,0.0,Semiurban,N
LP1561,Male,Yes,1,Not Graduate,No,3196,0,249,120,0.0,Urban,Y
LP1562,Male,Yes,0,Graduate,No,2273,2599,102,360,0.0,Urban,N
LP1563,Male,No,2,Graduate,No,8836,1821,83,360,1.0,Urban,Y
LP1564,Male,Yes,1,Not Graduate,No,1389,1312,122,360,1.0,Rural,Y
LP1565,Male,No,0,Graduate,Yes,9819,1382,202,360,1.0,Rural,Y
LP1566,Male,Yes,0,Graduate,No,11291,1561,217,360,0.0,Urban,N
LP1567,Male,No,3+,Not Graduate,No,4099,2567,277,360,1.0,Rural,Y
LP1568,Male,Yes,1,Graduate,Yes,1030,2572,220,180,1.0,Semiurban,Y
LP1569,Female,No,2,Graduate,No,3956,2001,240,360,0.0,Rural,Y
LP1570,Male,No,0,Graduate,No,4729,2242,174,360,1.0,Semiurban,Y
LP1571,Male,Yes,1,Not Graduate,No,2680,0,74,360,1.0,Semiurban,Y
LP1572,Male,No,0,Not Graduate,No,3607,4492,134,120,1.0,Urban,N
LP1573,Male,Yes,1,Not Graduate,No,12309,1424,327,60,1.0,Semiurban,Y
LP1574,Male,Yes,3+,Not Graduate,No,7324,0,159,180,1.0,Rural,N
LP1575,Female,Yes,0,Graduate,No,2822,1933,190,360,1.0,Semiurban,Y
LP1576,Female,Yes,0,Graduate,No,1884,998,126,300,1.0,Urban,N
LP1577,Male,Yes,0,Not Graduate,No,4039,4196,88,360,1.0,Urban,Y
LP1578,Female,No,0,Graduate,No,4323,5442,139,360,1.0,Rural,Y
LP1579,Male,Yes,0,Graduate,No,6619,0,190,360,1.0,Semiurban,Y
LP1580,Male,Yes,0,Graduate,No,3564,1063,106,360,1.0,Semiurban,N
LP1581,Male,Yes,2,Graduate,No,6680,3138,145,360,1.0,Rural,Y
LP1582,Female,Yes,1,Not Graduate,No,15694,0,120,84,1.0,Urban,Y
LP1583,Male,No,0,Graduate,No,8016,2657,285,180,1.0,Urban,Y
LP1584,Male,No,3+,Not Graduate,No,4774,3934,128,360,1.0,Rural,N
LP1585,Male,No,0,Graduate,Yes,4403,913,306,240,0.0,Urban,N
LP1586,Male,Yes,3+,Not Graduate,No,3967,0,318,360,1.0,Urban,N
LP1587,Male,No,0,Graduate,No,9980,2341,156,360,0.0,Semiurban,N
LP1588,Male,Yes,3+,Graduate,No,3373,0,89,180,1.0,Rural,Y
LP1589,Male,Yes,1,Not Graduate,No,5049,0,57,180,1.0,Urban,Y
LP1590,Male,Yes,2,Not Graduate,No,5068,2987,78,360,1.0,Rural,Y
LP1591,Male,Yes,3+,Graduate,No,3637,0,74,360,1.0,Rural,Y
LP1592,Male,No,0,Graduate,No,2157,3490,295,180,1.0,Urban,N
LP1593,Male,Yes,3+,Graduate,Yes,5965,1988,172,180,1.0,Rural,Y
LP1594,Male,Yes,0,Graduate,Yes,4738,2813,180,180,0.0,Semiurban,N
LP1595,Female,No,0,Graduate,No,6635,6182,53,360,1.0,Semiurban,Y
LP1596,Male,No,0,Graduate,No,3568,3988,81,360,1.0,Rural,Y
LP1597,Male,Yes,1,Graduate,No,10223,2561,300,360,0.0,Rural,Y
LP1598,Male,Yes,0,Graduate,No,2904,0,171,360,1.0,Urban,N
LP1599,Male,Yes,1,Not Graduate,Yes,13728,2075,179,240,0.0,Semiurban,Y
LP1600,Male,No,1,Not Graduate,No,1722,0,196,180,1.0,Semiurban,Y
LP1601,Male,Yes,2,Not Graduate,No,6379,2986,369,360,0.0,Semiurban,N
LP1602,Male,Yes,2,Graduate,Yes,6537,1659,146,120,1.0,Semiurban,Y
LP1603,Male,Yes,1,Graduate,No,3049,0,153,180,1.0,Urban,Y
LP1604,Male,Yes,0,Not Graduate,Yes,6340,0,179,360,1.0,Semiurban,Y
LP1605,Male,Yes,0,Graduate,No,10590,0,638,120,1.0,Semiurban,Y
LP1606,Male,Yes,0,Graduate,No,1299,745,51,60,1.0,Urban,Y
LP1607,Male,No,0,Not Graduate,No,6645,0,229,180,1.0,Rural,N
LP1608,Male,Yes,0,Not Graduate,No,1101,6775,140,360,1.0,Rural,N
LP1609,Male,Yes,0,Not Graduate,No,2753,3019,197,180,1.0,Semiurban,Y
LP1610,Male,No,3+,Graduate,No,13062,0,138,120,0.0,Urban,N
LP1611,Male,Yes,1,Graduate,No,3466,0,144,360,1.0,Semiurban,Y
LP1612,Male,Yes,0,Not Graduate,Yes,2430,0,211,360,1.0,Urban,Y
LP1613,Male,Yes,1,Graduate,No,4364,0,700,84,1.0,Urban,Y
LP1614,Male,Yes,0,Not Graduate,No,16996,0,288,360,1.0,Rural,Y
